Sentence,Context_PP1,Context_PP2,Context_PP1_simple,Context_PP2_simple,PP1_simple,PP2_simple,Verb,PP1,PP2,PP1_len,PP2_len,Adp1,Adp2,NP1,NP2,PP1_Pronom,PP2_Pronom,PP1_Type,PP2_Type,Position,Language
"Пачытайце , што думалі простыя людзі ўчора на трыбунах пра падпісаньне Марадоны","Пачытайце , што думалі простыя людзі ўчора на трыбунах","Пачытайце , што думалі простыя людзі ўчора пра падпісаньне","Пачытайце , што думалі простыя людзі ўчора на трыбунах","Пачытайце , што думалі простыя людзі ўчора пра падпісаньне",на трыбуна,пра падпісаньне,думаць,на трыбунах,пра падпісаньне,2,2,на,пра,трыбуна,падпісаньне,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
У Заслаўі ў банку мужчына ўзяў у закладніцы сваю жонку .,У Заслаўі,ў банку,У Заслаўі,ў банку,у Заслаўе,у банк,узяць,У Заслаўі,ў банку,2,2,у,у,Заслаўе,банк,PROPN,NOUN,prepositional,prepositional,Preverbal,Belarusian
Іван Осіпаў захварэў на бортніцтва каля дзясятка год таму .,Іван Осіпаў захварэў на бортніцтва,Іван Осіпаў захварэў каля дзясятка год таму,Іван Осіпаў захварэў на бортніцтва,Іван Осіпаў захварэў каля дзясятка,на бортніцтва,каля дзясятак,захварэць,на бортніцтва,каля дзясятка год таму,2,4,на,каля,бортніцтва,дзясятак,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
Апошні раз яго бачылі ў Беларусі ў 1930 годзе !,Апошні раз яго бачылі ў Беларусі,Апошні раз яго бачылі ў 1930 годзе,Апошні раз яго бачылі ў Беларусі,Апошні раз яго бачылі ў годзе,у Беларусь,у год,бачыць,ў Беларусі,ў 1930 годзе,2,3,у,у,Беларусь,год,PROPN,NOUN,prepositional,prepositional,Postverbal,Belarusian
Колькі разоў сёньняшняя « Панарама » на БТ паказала Лукашэнку пасьля чутак пра інсульт ?,Колькі разоў сёньняшняя « Панарама » на БТ паказала Лукашэнку пасьля чутак,Колькі разоў сёньняшняя « Панарама » на БТ паказала Лукашэнку пра інсульт,Колькі разоў сёньняшняя « Панарама » на БТ паказала Лукашэнку пасьля чутак,Колькі разоў сёньняшняя « Панарама » на БТ паказала Лукашэнку пра інсульт,пасьля чутка,пра інсульт,паказаць,пасьля чутак,пра інсульт,2,2,пасьля,пра,чутка,інсульт,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
Як жартуюць у сацсетках пра адсутнасьць Лукашэнкі,Як жартуюць у сацсетках,Як жартуюць пра адсутнасьць Лукашэнкі,Як жартуюць у сацсетках,Як жартуюць пра адсутнасьць,у сацсетка,пра адсутнасьць,жартаваць,у сацсетках,пра адсутнасьць Лукашэнкі,2,3,у,пра,сацсетка,адсутнасьць,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
На МКАДзе ў Лошыцы прасеў мост !,На МКАДзе,ў Лошыцы,На МКАДзе,ў Лошыцы,на Мкасці,у Лошыца,прасесці,На МКАДзе,ў Лошыцы,2,2,на,у,Мкасці,Лошыца,PROPN,PROPN,prepositional,prepositional,Preverbal,Belarusian
Лукашэнка пажартаваў наконт чутак пра сваю сьмерць :,Лукашэнка пажартаваў наконт чутак,Лукашэнка пажартаваў пра сваю сьмерць,Лукашэнка пажартаваў наконт чутак,Лукашэнка пажартаваў пра сьмерць,наконт чутка,пра сьмерць,пажартаваць,наконт чутак,пра сваю сьмерць,2,3,наконт,пра,чутка,сьмерць,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
Ён правёў год за кратамі за « дзейнасьць ад імя незарэгістраванай арганізацыі » і адышоў ад палітыкі пасьля расчараваньня вынікамі выбараў - 2006 .,Ён правёў год за кратамі за « дзейнасьць ад імя незарэгістраванай арганізацыі » і адышоў ад палітыкі,Ён правёў год за кратамі за « дзейнасьць ад імя незарэгістраванай арганізацыі » і адышоў пасьля расчараваньня,Ён правёў год за кратамі за « дзейнасьць ад імя незарэгістраванай арганізацыі » і адышоў ад палітыкі,Ён правёў год за кратамі за « дзейнасьць ад імя незарэгістраванай арганізацыі » і адышоў пасьля расчараваньня,ад палітыка,пасьля расчараваньне,адысьці,ад палітыкі,пасьля расчараваньня,2,2,ад,пасьля,палітыка,расчараваньне,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
Юрыя Зісера выклікалі на допыт у Сьледчы камітэт,Юрыя Зісера выклікалі на допыт,Юрыя Зісера выклікалі у Сьледчы камітэт,Юрыя Зісера выклікалі на допыт,Юрыя Зісера выклікалі у камітэт,на допыт,у камітэт,выклікаць,на допыт,у Сьледчы камітэт,2,3,на,у,допыт,камітэт,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
Што на судзе саслужыўцы салдата расказваюць пра службу ў Печах,Што на судзе саслужыўцы салдата расказваюць пра службу,Што на судзе саслужыўцы салдата расказваюць ў Печах,Што на судзе саслужыўцы салдата расказваюць пра службу,Што на судзе саслужыўцы салдата расказваюць ў Печах,пра служба,у Печы,расказваць,пра службу,ў Печах,2,2,пра,у,служба,Печы,NOUN,PROPN,prepositional,prepositional,Postverbal,Belarusian
Праводзілі ператрусы і везьлі ў Сьледчы камітэт на допыты .,Праводзілі ператрусы і везьлі ў Сьледчы камітэт,Праводзілі ператрусы і везьлі на допыты,Праводзілі ператрусы і везьлі ў камітэт,Праводзілі ператрусы і везьлі на допыты,у камітэт,на допыт,везьці,ў Сьледчы камітэт,на допыты,3,2,у,на,камітэт,допыт,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
Хто і колькі кладзе на дэпазыты ў беларускія банкі .,Хто і колькі кладзе на дэпазыты,Хто і колькі кладзе ў беларускія банкі,Хто і колькі кладзе на дэпазыты,Хто і колькі кладзе ў банкі,на дэпазыт,у банк,класці,на дэпазыты,ў беларускія банкі,2,3,на,у,дэпазыт,банк,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
У Беларусі другі раз за тыдзень даражэе паліва !,У Беларусі,за тыдзень,У Беларусі,за тыдзень,у Беларусь,за тыдзень,даражэць,У Беларусі,за тыдзень,2,2,у,за,Беларусь,тыдзень,PROPN,NOUN,prepositional,prepositional,Preverbal,Belarusian
"Як беларуска 64 гады шукае брата , які не захацеў ехаць з <a_href=""https://www.svaboda.org/a/29435420.html""> Францыі ў СССР </a>","Як беларуска 64 гады шукае брата , які не захацеў ехаць з <a_href=""https://www.svaboda.org/a/29435420.html""> Францыі ў СССР </a>","Як беларуска 64 гады шукае брата , які не захацеў ехаць ў СССР","Як беларуска 64 гады шукае брата , які не захацеў ехаць з Францыі","Як беларуска 64 гады шукае брата , які не захацеў ехаць ў СССР",з Францыя,у СССР,ехаць,"з <a_href=""https://www.svaboda.org/a/29435420.html""> Францыі ў СССР </a>",ў СССР,6,2,з,у,Францыя,СССР,PROPN,PROPN,prepositional,prepositional,Postverbal,Belarusian
Як беларус трапіў у псыхушку за крытыку савецкага ўварваньня ў Чэхаславаччыну :,Як беларус трапіў у псыхушку,Як беларус трапіў за крытыку савецкага ўварваньня ў Чэхаславаччыну,Як беларус трапіў у псыхушку,Як беларус трапіў за крытыку,у псыхушка,за крытыка,трапіць,у псыхушку,за крытыку савецкага ўварваньня ў Чэхаславаччыну,2,6,у,за,псыхушка,крытыка,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
"Менская праваслаўная царква адмовілася ад памінальнай службы па Алесю Ліпаю , — Някляеў .",Менская праваслаўная царква адмовілася ад памінальнай службы,"Менская праваслаўная царква адмовілася па Алесю Ліпаю , — Някляеў",Менская праваслаўная царква адмовілася ад службы,Менская праваслаўная царква адмовілася па Алесю,ад служба,па Алесь,адмовіцца,ад памінальнай службы,"па Алесю Ліпаю , — Някляеў",3,6,ад,па,служба,Алесь,NOUN,PROPN,prepositional,prepositional,Postverbal,Belarusian
"« Лукашэнка — апошні пасажыр чаўна савецкіх ідэяў , які патанае ў акіяне гісторыі ад часу » .","« Лукашэнка — апошні пасажыр чаўна савецкіх ідэяў , які патанае ў акіяне гісторыі","« Лукашэнка — апошні пасажыр чаўна савецкіх ідэяў , які патанае ад часу","« Лукашэнка — апошні пасажыр чаўна савецкіх ідэяў , які патанае ў акіяне","« Лукашэнка — апошні пасажыр чаўна савецкіх ідэяў , які патанае ад часу",у акіян,ад час,патанаць,ў акіяне гісторыі,ад часу,3,2,у,ад,акіян,час,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
У Беларусі трэці раз за месяц падаражэла аўтамабільнае паліва,У Беларусі,за месяц,У Беларусі,за месяц,у Беларусь,за месяц,падаражэць,У Беларусі,за месяц,2,2,у,за,Беларусь,месяц,PROPN,NOUN,prepositional,prepositional,Preverbal,Belarusian
Лукашэнка едзе на працу ў свой дзень народзінаў,Лукашэнка едзе на працу,Лукашэнка едзе ў свой дзень,Лукашэнка едзе на працу,Лукашэнка едзе ў дзень,на праца,у дзень,ехаць,на працу,ў свой дзень,2,3,на,у,праца,дзень,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
"На стадыёне "" Дынама "" у Менску затрымліваюць заўзятараў зборнай Беларусі за бел-чырвона-белы сьцяг","На стадыёне "" Дынама """,у Менску,На стадыёне,у Менску,на стадыён,у Менск,затрымліваць,"На стадыёне "" Дынама """,у Менску,5,2,на,у,стадыён,Менск,NOUN,PROPN,prepositional,prepositional,Preverbal,Belarusian
« Тут свая хата » : як у 88-гадовым веку жыць у самоце ў пустой вёсцы,« Тут свая хата » : як у 88-гадовым веку жыць у самоце,« Тут свая хата » : як у 88-гадовым веку жыць ў пустой вёсцы,« Тут свая хата » : як у 88-гадовым веку жыць у самоце,« Тут свая хата » : як у 88-гадовым веку жыць ў вёсцы,у самота,у вёска,жыць,у самоце,ў пустой вёсцы,2,3,у,у,самота,вёска,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
Больш за 150 чалавек выйшла на незвычайны пратэст у Сьветлагорску,Больш за 150 чалавек выйшла на незвычайны пратэст,Больш за 150 чалавек выйшла у Сьветлагорску,Больш за 150 чалавек выйшла на пратэст,Больш за 150 чалавек выйшла у Сьветлагорску,на пратэст,у Сьветлагорск,выйсці,на незвычайны пратэст,у Сьветлагорску,3,2,на,у,пратэст,Сьветлагорск,NOUN,PROPN,prepositional,prepositional,Postverbal,Belarusian
"А 12:30 дзяжурная па чыгуначнай станцыі Гудагай паведаміла Свабодзе , што сапраўды ў 9:32 зь цягніку Менск — Вільня з-за падазронай скрынкі былі высаджаныя ўсе пасажыры .","А 12:30 дзяжурная па чыгуначнай станцыі Гудагай паведаміла Свабодзе , што сапраўды ў 9:32","А 12:30 дзяжурная па чыгуначнай станцыі Гудагай паведаміла Свабодзе , што сапраўды зь цягніку Менск — Вільня","А 12:30 дзяжурная па чыгуначнай станцыі Гудагай паведаміла Свабодзе , што сапраўды ў 9:32","А 12:30 дзяжурная па чыгуначнай станцыі Гудагай паведаміла Свабодзе , што сапраўды зь цягніку",у 9:32,з цягнік,высадзіць,ў 9:32,зь цягніку Менск — Вільня,2,5,у,з,9:32,цягнік,NUM,NOUN,prepositional,prepositional,Preverbal,Belarusian
Шуневіч : На Эўрапейскіх гульнях у Менску будуць працаваць расейскія паліцэйскія .,Шуневіч : На Эўрапейскіх гульнях,Шуневіч : у Менску,Шуневіч : На гульнях,Шуневіч : у Менску,на гульня,у Менск,працаваць,На Эўрапейскіх гульнях,у Менску,3,2,на,у,гульня,Менск,NOUN,PROPN,prepositional,prepositional,Preverbal,Belarusian
Пачаўся збор подпісаў у падтрымку законапраекту пра бел-чырвона-белы сьцяг,Пачаўся збор подпісаў у падтрымку законапраекту,Пачаўся збор подпісаў пра бел-чырвона-белы сьцяг,Пачаўся збор подпісаў у падтрымку,Пачаўся збор подпісаў пра сьцяг,у падтрымка,пра сьцяг,пачацца,у падтрымку законапраекту,пра бел-чырвона-белы сьцяг,3,3,у,пра,падтрымка,сьцяг,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
16 разоў спрабаваў трапіць у Польшчу празь Берасьце .,16 разоў спрабаваў трапіць у Польшчу,16 разоў спрабаваў трапіць празь Берасьце,16 разоў спрабаваў трапіць у Польшчу,16 разоў спрабаваў трапіць празь Берасьце,у Польшча,праз Берасьце,трапіць,у Польшчу,празь Берасьце,2,2,у,праз,Польшча,Берасьце,PROPN,PROPN,prepositional,prepositional,Postverbal,Belarusian
Папа Францішак згадаў у Вільні пра беларусаў,Папа Францішак згадаў у Вільні,Папа Францішак згадаў пра беларусаў,Папа Францішак згадаў у Вільні,Папа Францішак згадаў пра беларусаў,у Вільня,пра беларус,згадаць,у Вільні,пра беларусаў,2,2,у,пра,Вільня,беларус,PROPN,NOUN,prepositional,prepositional,Postverbal,Belarusian
І ўсё часьцей ідуць у хаты да людзей .,І ўсё часьцей ідуць у хаты,І ўсё часьцей ідуць да людзей,І ўсё часьцей ідуць у хаты,І ўсё часьцей ідуць да людзей,у хата,да чалавек,ісці,у хаты,да людзей,2,2,у,да,хата,чалавек,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
"Гэта знайшлі ў мяне ў офісе , у маім стале .",Гэта знайшлі ў мяне,Гэта знайшлі ў офісе,Гэта знайшлі ў мяне,Гэта знайшлі ў офісе,у я,у офіс,знайсці,ў мяне,ў офісе,2,2,у,у,я,офіс,PRON,NOUN,prepositional,prepositional,Postverbal,Belarusian
Што адбылося за год са сьмерці Коржыча,Што адбылося за год,Што адбылося са сьмерці Коржыча,Што адбылося за год,Што адбылося са сьмерці,за год,са сьмерць,адбыцца,за год,са сьмерці Коржыча,2,3,за,са,год,сьмерць,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
"« Два гады кашмару » — вызвалены брытанец , які быў асуджаны ў Беларусі на два гады зьняволеньня","« Два гады кашмару » — вызвалены брытанец , які быў асуджаны ў Беларусі","« Два гады кашмару » — вызвалены брытанец , які быў асуджаны на два гады зьняволеньня","« Два гады кашмару » — вызвалены брытанец , які быў асуджаны ў Беларусі","« Два гады кашмару » — вызвалены брытанец , які быў асуджаны на гады",у Беларусь,на год,асудзіць,ў Беларусі,на два гады зьняволеньня,2,4,у,на,Беларусь,год,PROPN,NOUN,prepositional,prepositional,Postverbal,Belarusian
"Гісторыя пра тое , як менскі прадпрымальнік Міхаіл Шурым паўдзельнічаў у прыватызацыі збанкрутаванага калгасу ў Мядзельскім раёне і чаму з гэтага ня выйшла нічога добрага .","Гісторыя пра тое , як менскі прадпрымальнік Міхаіл Шурым паўдзельнічаў у прыватызацыі збанкрутаванага калгасу","Гісторыя пра тое , як менскі прадпрымальнік Міхаіл Шурым паўдзельнічаў ў Мядзельскім раёне і чаму з гэтага ня выйшла нічога добрага","Гісторыя пра тое , як менскі прадпрымальнік Міхаіл Шурым паўдзельнічаў у прыватызацыі","Гісторыя пра тое , як менскі прадпрымальнік Міхаіл Шурым паўдзельнічаў ў раёне",у прыватызацыя,у раён,паўдзельнічаць,у прыватызацыі збанкрутаванага калгасу,ў Мядзельскім раёне і чаму з гэтага ня выйшла нічога добрага,4,11,у,у,прыватызацыя,раён,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
"З амаль трыццаці жанчын , якія жывуць у прытулку для жанчын , пацярпелых ад хатняга гвалту , пагадзіліся распавесьці сваю гісторыю гвалту ў сям’і толькі тры жанчыны .","З амаль трыццаці жанчын , якія жывуць у прытулку","З амаль трыццаці жанчын , якія жывуць для жанчын , пацярпелых ад хатняга гвалту ,","З амаль трыццаці жанчын , якія жывуць у прытулку","З амаль трыццаці жанчын , якія жывуць для жанчын",у прытулак,для жанчына,жыць,у прытулку,"для жанчын , пацярпелых ад хатняга гвалту ,",2,8,у,для,прытулак,жанчына,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
"Памятаю , як яна мяне біла ў пяць гадоў за тое , што я не магла прачытаць “ ба- та ” , нейкія склады .","Памятаю , як яна мяне біла ў пяць гадоў","Памятаю , як яна мяне біла за тое , што я не магла прачытаць “ ба- та ” , нейкія склады","Памятаю , як яна мяне біла ў гадоў","Памятаю , як яна мяне біла за тое",у год,за тое,біць,ў пяць гадоў,"за тое , што я не магла прачытаць “ ба- та ” , нейкія склады",3,15,у,за,год,тое,NOUN,PRON,prepositional,prepositional,Postverbal,Belarusian
"Глядзіце сёньня на нашым сайце ў 20:05 фільм "" Шараговае самагубства "" пра справу салдата Коржыча",Глядзіце сёньня на нашым сайце,"Глядзіце сёньня ў 20:05 фільм "" Шараговае самагубства "" пра справу салдата Коржыча",Глядзіце сёньня на сайце,Глядзіце сёньня ў фільм,на сайт,у фільм,глядзець,на нашым сайце,"ў 20:05 фільм "" Шараговае самагубства "" пра справу салдата Коржыча",3,11,на,у,сайт,фільм,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
У 2002 году на перамовах з Лукашэнкам у Маскве Пуцін прапанаваў Беларусі ўвайсьці ў склад РФ .,У 2002 году на перамовах з Лукашэнкам,у Маскве,У году,у Маскве,у год,у Масква,прапанаваць,У 2002 году на перамовах з Лукашэнкам,у Маскве,7,2,у,у,год,Масква,NOUN,PROPN,prepositional,prepositional,Preverbal,Belarusian
Статкевіч прыехаў у Берасьце на акцыю супраць будаўніцтва акумулятарнага заводу .,Статкевіч прыехаў у Берасьце,Статкевіч прыехаў на акцыю супраць будаўніцтва акумулятарнага заводу,Статкевіч прыехаў у Берасьце,Статкевіч прыехаў на акцыю,у Берасьце,на акцыя,прыехаць,у Берасьце,на акцыю супраць будаўніцтва акумулятарнага заводу,2,6,у,на,Берасьце,акцыя,PROPN,NOUN,prepositional,prepositional,Postverbal,Belarusian
У Менску на станцыю мэтро « Кастрычніцкая » выклікалі сапёраў,У Менску,на станцыю мэтро « Кастрычніцкая »,У Менску,на станцыю,у Менск,на станцыя,выклікаць,У Менску,на станцыю мэтро « Кастрычніцкая »,2,6,у,на,Менск,станцыя,PROPN,NOUN,prepositional,prepositional,Preverbal,Belarusian
Падчас заняткаў у клясу можа зайсьці кот і ляніва расьцягнуцца пад партай .,Падчас заняткаў,у клясу,Падчас заняткаў,у клясу,падчас занятак,у кляс,магчы,Падчас заняткаў,у клясу,2,2,падчас,у,занятак,кляс,NOUN,NOUN,prepositional,prepositional,Preverbal,Belarusian
Лукашэнка прапанаваў адпраўляць студэнтаў на летніх вакацыях у войска !,Лукашэнка прапанаваў адпраўляць студэнтаў на летніх вакацыях,Лукашэнка прапанаваў адпраўляць студэнтаў у войска,Лукашэнка прапанаваў адпраўляць студэнтаў на вакацыях,Лукашэнка прапанаваў адпраўляць студэнтаў у войска,на вакацыя,у войска,адпраўляць,на летніх вакацыях,у войска,3,2,на,у,вакацыя,войска,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
"<a_href=""https://telegra.ph/file/55b8368ae1c981925b5f5.jpg""> </a> Беларускія мытнікі канфіскавалі батлейку з 28 пэрсанажамі , зь якой музыкі вандравалі па сьвеце з 1999 году .","<a_href=""https://telegra.ph/file/55b8368ae1c981925b5f5.jpg""> </a> Беларускія мытнікі канфіскавалі батлейку з 28 пэрсанажамі , зь якой музыкі вандравалі па сьвеце","<a_href=""https://telegra.ph/file/55b8368ae1c981925b5f5.jpg""> </a> Беларускія мытнікі канфіскавалі батлейку з 28 пэрсанажамі , зь якой музыкі вандравалі з 1999 году","<a_href=""https://telegra.ph/file/55b8368ae1c981925b5f5.jpg""> </a> Беларускія мытнікі канфіскавалі батлейку з 28 пэрсанажамі , зь якой музыкі вандравалі па сьвеце","<a_href=""https://telegra.ph/file/55b8368ae1c981925b5f5.jpg""> </a> Беларускія мытнікі канфіскавалі батлейку з 28 пэрсанажамі , зь якой музыкі вандравалі з году",па сьвет,з год,вандраваць,па сьвеце,з 1999 году,2,3,па,з,сьвет,год,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
"Міліцыя затрымлiвала ўкраінскага журналіста , які прыехаў на форум у Менск","Міліцыя затрымлiвала ўкраінскага журналіста , які прыехаў на форум","Міліцыя затрымлiвала ўкраінскага журналіста , які прыехаў у Менск","Міліцыя затрымлiвала ўкраінскага журналіста , які прыехаў на форум","Міліцыя затрымлiвала ўкраінскага журналіста , які прыехаў у Менск",на форум,у Менск,прыехаць,на форум,у Менск,2,2,на,у,форум,Менск,NOUN,PROPN,prepositional,prepositional,Postverbal,Belarusian
Агулам за ўчорашні вечар і ноч наша відэа пра БРСМ на ўсіх сетках набрала каля 250 тысяч праглядаў !,Агулам за ўчорашні вечар і ноч наша відэа пра БРСМ,Агулам за ўчорашні вечар і ноч наша відэа на ўсіх сетках,Агулам за ўчорашні вечар і ноч наша відэа пра БРСМ,Агулам за ўчорашні вечар і ноч наша відэа на сетках,пра БРСМ,на сетка,набраць,пра БРСМ,на ўсіх сетках,2,3,пра,на,БРСМ,сетка,PROPN,NOUN,prepositional,prepositional,Preverbal,Belarusian
"На думку чыноўнікаў , зьмест відэароліка выклікае шмат пытаньняў","На думку чыноўнікаў ,",зьмест відэароліка,На думку,зьмест відэароліка,на думка,зьмест відэаролік,выклікаць,"На думку чыноўнікаў ,",зьмест відэароліка,4,2,на,зьмест,думка,відэаролік,NOUN,NOUN,prepositional,prepositional,Preverbal,Belarusian
Пагулялі з жыхарамі Менску ў гульню на веданьне гісторыі Кастрычніцкага перавароту .,Пагулялі з жыхарамі Менску,Пагулялі ў гульню на веданьне,Пагулялі з жыхарамі,Пагулялі ў гульню,з жыхар,у гульня,пагуляць,з жыхарамі Менску,ў гульню на веданьне,3,4,з,у,жыхар,гульня,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
Завуч са скандальнага відэа пра БРСМ працягвае працаваць :,Завуч са скандальнага відэа,Завуч пра БРСМ,Завуч са відэа,Завуч пра БРСМ,са відэа,пра БРСМ,працягваць,са скандальнага відэа,пра БРСМ,3,2,са,пра,відэа,БРСМ,NOUN,PROPN,prepositional,prepositional,Preverbal,Belarusian
5 чалавек загінулі ў аварыі ў Калінкавіцкім раёне ...,5 чалавек загінулі ў аварыі,5 чалавек загінулі ў Калінкавіцкім раёне,5 чалавек загінулі ў аварыі,5 чалавек загінулі ў раёне,у аварыя,у раён,загінуць,ў аварыі,ў Калінкавіцкім раёне,2,3,у,у,аварыя,раён,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
"« У дзіцячым садку са мной не хацелі гуляць , а ў школе малявалі свастыку ў сшытках »",« У дзіцячым садку,« са мной,« У садку,« са мной,у садок,са я,хацець,У дзіцячым садку,са мной,3,2,у,са,садок,я,NOUN,PRON,prepositional,prepositional,Preverbal,Belarusian
За сем гадоў працы ў Беларусі больш за 220 эўра я не зарабляла »,За сем гадоў працы,ў Беларусі,За гадоў,ў Беларусі,за год,у Беларусь,зарабляць,За сем гадоў працы,ў Беларусі,4,2,за,у,год,Беларусь,NOUN,PROPN,prepositional,prepositional,Preverbal,Belarusian
Карэспандэнт Свабоды за тыдзень раскапаў свой радавод па адной лініі да пятага калена 👴👵,Карэспандэнт Свабоды за тыдзень раскапаў свой радавод па адной лініі,Карэспандэнт Свабоды за тыдзень раскапаў свой радавод да пятага калена,Карэспандэнт Свабоды за тыдзень раскапаў свой радавод па лініі,Карэспандэнт Свабоды за тыдзень раскапаў свой радавод да калена,па лінія,да калена,раскапаць,па адной лініі,да пятага калена,3,3,па,да,лінія,калена,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
Прэс-сакратар па замежных справах ЭЗ і палітыцы бясьпекі Мая Качыянчыч : Мы чакаем ад Расеі узнаўленьня свабоды перамяшчэньня ў Керчанскім праліве і заклікаем усіх дзейнічаць са стрыманасьцю дзеля неадкладнай дээскаляцыі сытуацыі,Прэс-сакратар па замежных справах ЭЗ і палітыцы бясьпекі Мая Качыянчыч : Мы чакаем ад Расеі узнаўленьня свабоды перамяшчэньня ў Керчанскім праліве і заклікаем усіх дзейнічаць са стрыманасьцю,Прэс-сакратар па замежных справах ЭЗ і палітыцы бясьпекі Мая Качыянчыч : Мы чакаем ад Расеі узнаўленьня свабоды перамяшчэньня ў Керчанскім праліве і заклікаем усіх дзейнічаць дзеля неадкладнай дээскаляцыі,Прэс-сакратар па замежных справах ЭЗ і палітыцы бясьпекі Мая Качыянчыч : Мы чакаем ад Расеі узнаўленьня свабоды перамяшчэньня ў Керчанскім праліве і заклікаем усіх дзейнічаць са стрыманасьцю,Прэс-сакратар па замежных справах ЭЗ і палітыцы бясьпекі Мая Качыянчыч : Мы чакаем ад Расеі узнаўленьня свабоды перамяшчэньня ў Керчанскім праліве і заклікаем усіх дзейнічаць дзеля дээскаляцыі,са стрыманасьць,дзеля дээскаляцыя,дзейнічаць,са стрыманасьцю,дзеля неадкладнай дээскаляцыі,2,3,са,дзеля,стрыманасьць,дээскаляцыя,NOUN,NOUN,prepositional,prepositional,Postverbal,Belarusian
"🔹 Украінскія караблі накіроўваліся з Адэсы ў Марыюпаль , што дазволена ў адпаведнасьці з артыкуламі 17 , 38 Канвэнцыі ААН па марскім праве і артыкулам 2 Дагавору паміж Украінай і РФ 2003 году аб супрацоўніцтве ў выкарыстаньні Азоўскага мора і Керчанскай пратокі .",🔹 Украінскія караблі накіроўваліся з Адэсы,🔹 Украінскія караблі накіроўваліся ў Марыюпаль,🔹 Украінскія караблі накіроўваліся з Адэсы,🔹 Украінскія караблі накіроўваліся ў Марыюпаль,з Адэса,у Марыюпаль,накіроўвацца,з Адэсы,ў Марыюпаль,2,2,з,у,Адэса,Марыюпаль,PROPN,PROPN,prepositional,prepositional,Postverbal,Belarusian
"У Менск з Кіева вярнулі амаль 50 расейцаў , якія ляцелі самалётамі « Белавія » :",У Менск,з Кіева,У Менск,з Кіева,у Менск,з Кіеў,вярнуць,У Менск,з Кіева,2,2,у,з,Менск,Кіеў,PROPN,PROPN,prepositional,prepositional,Preverbal,Belarusian
"Наша карэспандэнтка высьвятляла , як ва Ўкраіне рыхтуюцца да жыцьця ва ўмовах ваеннага становішча і як гэта можа паўплываць на беларускіх грамадзян","Наша карэспандэнтка высьвятляла , як ва Ўкраіне рыхтуюцца да жыцьця","Наша карэспандэнтка высьвятляла , як ва Ўкраіне рыхтуюцца ва ўмовах ваеннага становішча","Наша карэспандэнтка высьвятляла , як ва Ўкраіне рыхтуюцца да жыцьця","Наша карэспандэнтка высьвятляла , як ва Ўкраіне рыхтуюцца ва ўмовах",да жыцьцё,ва умова,магчы,да жыцьця,ва ўмовах ваеннага становішча,2,4,да,ва,жыцьцё,умова,NOUN,NOUN,prepositional,prepositional,Preverbal,Belarusian
"Так , выступаючы ў Кіеве ў жніўні 1991 перад дэпутатамі Вярхоўнай Рады , Буш выказаўся за захаваньне Савецкага Саюза і засьцярог дэпутатаў ад « нацыяналізму » .","Так , выступаючы ў Кіеве","Так , выступаючы ў жніўні 1991 перад дэпутатамі Вярхоўнай Рады","Так , выступаючы ў Кіеве","Так , выступаючы ў жніўні",у Кіеў,у жнівень,выступаць,ў Кіеве,ў жніўні 1991 перад дэпутатамі Вярхоўнай Рады,2,7,у,у,Кіеў,жнівень,PROPN,NOUN,prepositional,prepositional,Postverbal,Belarusian
"Праверце на нашым фактографе , колькі трактароў Беларусь прадала ў ЗША з 2004 году .","Праверце на нашым фактографе , колькі трактароў Беларусь прадала ў ЗША","Праверце на нашым фактографе , колькі трактароў Беларусь прадала з 2004 году","Праверце на нашым фактографе , колькі трактароў Беларусь прадала ў ЗША","Праверце на нашым фактографе , колькі трактароў Беларусь прадала з году",у ЗША,з год,прадаць,ў ЗША,з 2004 году,2,3,у,з,ЗША,год,PROPN,NOUN,prepositional,prepositional,Postverbal,Belarusian
