Sentence,Context_PP1,Context_PP2,Context_PP1_simple,Context_PP2_simple,PP1_simple,PP2_simple,Verb,PP1,PP2,PP1_len,PP2_len,Adp1,Adp2,NP1,NP2,PP1_Pronom,PP2_Pronom,PP1_Type,PP2_Type,Position,Language
"'n Persoon wat vir die betaling van voorlopige belasting aanspreeklik word , moet binne 30 dae nadat hy of sy aanspreeklik geword het skriftelik om registrasie by die plaaslike takkantoor van die Suid-Afrikaanse Inkomstediens ( SAID ) aansoek doen .","'n Persoon wat vir die betaling van voorlopige belasting aanspreeklik word , moet binne 30 dae nadat hy of sy aanspreeklik geword het","'n Persoon wat vir die betaling van voorlopige belasting aanspreeklik word , moet om registrasie by die plaaslike takkantoor van die Suid-Afrikaanse Inkomstediens ( SAID )","'n Persoon wat vir die betaling van voorlopige belasting aanspreeklik word , moet binne dae","'n Persoon wat vir die betaling van voorlopige belasting aanspreeklik word , moet om registrasie",binne dag,om registrasie,doen,binne 30 dae nadat hy of sy aanspreeklik geword het,om registrasie by die plaaslike takkantoor van die Suid-Afrikaanse Inkomstediens ( SAID ),10,13,binne,om,dag,registrasie,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
"As jy by enige tak van Absa , FNB of Nedbank oor die toonbank betaal , hoef jy nie meer 'n bankrekeningnommer en bankkode te verstrek wanneer jy betalings maak nie .","As jy by enige tak van Absa , FNB of Nedbank",As jy oor die toonbank,As jy by tak,As jy oor toonbank,by tak,oor toonbank,betaal,"by enige tak van Absa , FNB of Nedbank",oor die toonbank,9,3,by,oor,tak,toonbank,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
"Indien die laaste dag vir betaling op 'n openbare vakansiedag of oor die naweek val , moet betaling op die laaste werksdag voor die openbare vakansiedag of naweek geskied .",Indien die laaste dag vir betaling op 'n openbare vakansiedag of,Indien die laaste dag vir betaling oor die naweek,Indien die laaste dag vir betaling op vakansiedag,Indien die laaste dag vir betaling oor naweek,op vakansiedag,oor naweek,val,op 'n openbare vakansiedag of,oor die naweek,5,3,op,oor,vakansiedag,naweek,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
"Wanneer jy vir die betaling van voorlopige belasting aanspreeklik raak , moet jy binne 60 dae nadat jy aanspreeklik geraak het 'n geskrewe aansoek om registrasie by jou plaaslike takkantoor van die Suid-Afrikaanse Inkomstediens ( SAID ) indien .","Wanneer jy vir die betaling van voorlopige belasting aanspreeklik raak , moet jy binne 60 dae nadat jy aanspreeklik geraak het","Wanneer jy vir die betaling van voorlopige belasting aanspreeklik raak , moet jy by jou plaaslike takkantoor van die Suid-Afrikaanse Inkomstediens ( SAID )","Wanneer jy vir die betaling van voorlopige belasting aanspreeklik raak , moet jy binne dae","Wanneer jy vir die betaling van voorlopige belasting aanspreeklik raak , moet jy by takkantoor",binne dag,by takkantoor,indien,binne 60 dae nadat jy aanspreeklik geraak het,by jou plaaslike takkantoor van die Suid-Afrikaanse Inkomstediens ( SAID ),8,11,binne,by,dag,takkantoor,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
Betalings aan die SAID kan op enigeen van die volgende maniere gemaak word .,Betalings aan die SAID,Betalings op enigeen van die volgende maniere,Betalings aan SAID,Betalings op enigeen,aan SAID,op enigeen,maak,aan die SAID,op enigeen van die volgende maniere,3,6,aan,op,SAID,enigeen,X,PRON,prepositional,prepositional,Preverbal,Afrikaans
"As jy by enige tak van Absa , FNB of Nedbank oor die toonbank betaal , hoef jy nie meer 'n bankrekeningnommer en bankkode te verstrek wanneer jy betalings maak nie .","As jy by enige tak van Absa , FNB of Nedbank",As jy oor die toonbank,As jy by tak,As jy oor toonbank,by tak,oor toonbank,betaal,"by enige tak van Absa , FNB of Nedbank",oor die toonbank,9,3,by,oor,tak,toonbank,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
"Doen op enige tydstip gedurende of buite hofure , op openbare vakansiedae of oor naweke aansoek om beskermingsbevel by die Landdroshof naaste aan jou woon- en werkplek .",Doen op enige tydstip,Doen op openbare vakansiedae of oor naweke,Doen op tydstip,Doen op vakansiedae,op tydstip,op vakansiedag,doen,op enige tydstip,op openbare vakansiedae of oor naweke,3,6,op,op,tydstip,vakansiedag,NOUN,NOUN,prepositional,prepositional,Postverbal,Afrikaans
By ontvangs van die vorm sal die klerk jou aansoek na die landdros stuur .,By ontvangs van die vorm,na die landdros,By ontvangs,na landdros,by ontvangs,na landdros,stuur,By ontvangs van die vorm,na die landdros,5,3,by,na,ontvangs,landdros,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
Tree met die kantoor vir die registrasie van maatskappye en intellektuele eiendom in verbinding .,Tree met die kantoor vir die registrasie van maatskappye en intellektuele eiendom,Tree in verbinding,Tree met kantoor,Tree in verbinding,met kantoor,in verbinding,tree,met die kantoor vir die registrasie van maatskappye en intellektuele eiendom,in verbinding,11,2,met,in,kantoor,verbinding,NOUN,NOUN,prepositional,prepositional,Postverbal,Afrikaans
"Vul in veld 74 ( "" Adres vir diens "" ) op vorm TM1 die adres in waarby jy alle mededelings van die Handelsmerkkantoor wil ontvang .","Vul in veld 74 ( "" Adres vir diens "" )",Vul op vorm TM1,Vul in veld,Vul op vorm,in veld,op vorm,vul,"in veld 74 ( "" Adres vir diens "" )",op vorm TM1,10,3,in,op,veld,vorm,NOUN,NOUN,prepositional,prepositional,Postverbal,Afrikaans
Die boedel van 'n gestorwene moet binne 14 dae van die sterfte by die Meester se kantoor aangemeld word .,Die boedel van 'n gestorwene moet binne 14 dae van die sterfte,Die boedel van 'n gestorwene moet by die Meester se kantoor,Die boedel van 'n gestorwene moet binne dae,Die boedel van 'n gestorwene moet by kantoor,binne dag,by kantoor,aanmeld,binne 14 dae van die sterfte,by die Meester se kantoor,6,5,binne,by,dag,kantoor,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
Tree met die Afdeling Konsulêre Dienste in verbinding as jy hulp nodig het .,Tree met die Afdeling Konsulêre Dienste,Tree in verbinding,Tree met Dienste,Tree in verbinding,met diens,in verbinding,tree,met die Afdeling Konsulêre Dienste,in verbinding,5,2,met,in,diens,verbinding,NOUN,NOUN,prepositional,prepositional,Postverbal,Afrikaans
"Dit is egter moontlik dat sodanige individue oor baie jare heen 'n enorme bydrae tot die wetenskaplike gemeenskap kon gelewer het , en hierdie bydrae nog vir baie jare lank sal bly lewer .",Dit is egter moontlik dat sodanige individue oor baie jare heen,Dit is egter moontlik dat sodanige individue tot die wetenskaplike gemeenskap,Dit is egter moontlik dat sodanige individue oor jare,Dit is egter moontlik dat sodanige individue tot gemeenskap,oor jaar,tot gemeenskap,lewer,oor baie jare heen,tot die wetenskaplike gemeenskap,4,4,oor,tot,jaar,gemeenskap,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
"Ek is egter besonder bly om vandag die agbare Albertina Luthuli in ons midde te verwelkom ; dogter van ons eerste Nobel-vredespryswenner , Inkosi Albert Luthuli , wie se tragiese dood , 40 jaar gelede , ons vanjaar herdenk wanneer ons die tragiese dag in herinnering roep waarop aangekondig is dat hy in die suikervelde van KwaDukuza deur 'n voortsnellende trein vermorsel is .","Ek is egter besonder bly om vandag die agbare Albertina Luthuli in ons midde te verwelkom ; dogter van ons eerste Nobel-vredespryswenner , Inkosi Albert Luthuli , wie se tragiese dood , 40 jaar gelede , ons vanjaar herdenk wanneer ons die tragiese dag in herinnering roep waarop aangekondig is dat hy in die suikervelde van KwaDukuza","Ek is egter besonder bly om vandag die agbare Albertina Luthuli in ons midde te verwelkom ; dogter van ons eerste Nobel-vredespryswenner , Inkosi Albert Luthuli , wie se tragiese dood , 40 jaar gelede , ons vanjaar herdenk wanneer ons die tragiese dag in herinnering roep waarop aangekondig is dat hy deur 'n voortsnellende trein","Ek is egter besonder bly om vandag die agbare Albertina Luthuli in ons midde te verwelkom ; dogter van ons eerste Nobel-vredespryswenner , Inkosi Albert Luthuli , wie se tragiese dood , 40 jaar gelede , ons vanjaar herdenk wanneer ons die tragiese dag in herinnering roep waarop aangekondig is dat hy in suikervelde","Ek is egter besonder bly om vandag die agbare Albertina Luthuli in ons midde te verwelkom ; dogter van ons eerste Nobel-vredespryswenner , Inkosi Albert Luthuli , wie se tragiese dood , 40 jaar gelede , ons vanjaar herdenk wanneer ons die tragiese dag in herinnering roep waarop aangekondig is dat hy deur trein",in suikerveld,deur trein,vermorsel,in die suikervelde van KwaDukuza,deur 'n voortsnellende trein,5,4,in,deur,suikerveld,trein,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
"In die lig daarvan is dit vanselfsprekend dat ons onsself sou afvra watter vordering ons gemaak het in ons pogings om die doelwitte te bereik waartoe ons toegewy is , soos ons die nasie in alle eerlikheid verseker het , en wat daartoe gelei het dat ons mense op oorweldigende wyse aan ons die gesag verleen het om ons land van 2004 tot met die volgende verkiesing in 2009 te regeer !","In die lig daarvan is dit vanselfsprekend dat ons onsself sou afvra watter vordering ons gemaak het in ons pogings om die doelwitte te bereik waartoe ons toegewy is , soos ons die nasie in alle eerlikheid verseker het , en wat daartoe gelei het dat ons mense op oorweldigende wyse","In die lig daarvan is dit vanselfsprekend dat ons onsself sou afvra watter vordering ons gemaak het in ons pogings om die doelwitte te bereik waartoe ons toegewy is , soos ons die nasie in alle eerlikheid verseker het , en wat daartoe gelei het dat ons mense aan ons","In die lig daarvan is dit vanselfsprekend dat ons onsself sou afvra watter vordering ons gemaak het in ons pogings om die doelwitte te bereik waartoe ons toegewy is , soos ons die nasie in alle eerlikheid verseker het , en wat daartoe gelei het dat ons mense op wyse","In die lig daarvan is dit vanselfsprekend dat ons onsself sou afvra watter vordering ons gemaak het in ons pogings om die doelwitte te bereik waartoe ons toegewy is , soos ons die nasie in alle eerlikheid verseker het , en wat daartoe gelei het dat ons mense aan ons",op wyse,aan ons,verleen,op oorweldigende wyse,aan ons,3,2,op,aan,wyse,ons,NOUN,PRON,prepositional,prepositional,Preverbal,Afrikaans
"Met u vergunning wil ek graag verder teruggaan , en in die herinnering roep wat ons , as verteenwoordigers van ons mense , in 2004 gesê het in die teenwoordigheid van ons vriende van die res van die wêreld , wat byeengekom by die regeringsetel by die Uniegebou in Pretoria , op Vryheidsdag , die 10de herdenking van ons bevryding , en in deelname aan die inhuldiging van die President van die Republiek , wat deur ons Parlement verkies is ooreenkomstig die wil wat ons mense op demokratiese wyse tydens die 2004-verkiesing uitgespreek het .","Met u vergunning wil ek graag verder teruggaan , en in die herinnering roep wat ons , as verteenwoordigers van ons mense , in 2004 gesê het in die teenwoordigheid van ons vriende van die res van die wêreld , wat byeengekom by die regeringsetel by die Uniegebou in Pretoria ,","Met u vergunning wil ek graag verder teruggaan , en in die herinnering roep wat ons , as verteenwoordigers van ons mense , in 2004 gesê het in die teenwoordigheid van ons vriende van die res van die wêreld , wat byeengekom op Vryheidsdag , die 10de herdenking van ons bevryding , en in deelname aan die inhuldiging van die President van die Republiek , wat deur ons Parlement verkies is ooreenkomstig die wil wat ons mense op demokratiese wyse tydens die 2004-verkiesing uitgespreek het .","Met u vergunning wil ek graag verder teruggaan , en in die herinnering roep wat ons , as verteenwoordigers van ons mense , in 2004 gesê het in die teenwoordigheid van ons vriende van die res van die wêreld , wat byeengekom by regeringsetel","Met u vergunning wil ek graag verder teruggaan , en in die herinnering roep wat ons , as verteenwoordigers van ons mense , in 2004 gesê het in die teenwoordigheid van ons vriende van die res van die wêreld , wat byeengekom op Vryheidsdag",by regeringsetel,op Vryheidsdag,byeenkom,"by die regeringsetel by die Uniegebou in Pretoria ,","op Vryheidsdag , die 10de herdenking van ons bevryding , en in deelname aan die inhuldiging van die President van die Republiek , wat deur ons Parlement verkies is ooreenkomstig die wil wat ons mense op demokratiese wyse tydens die 2004-verkiesing uitgespreek het .",9,44,by,op,regeringsetel,Vryheidsdag,NOUN,NOUN,prepositional,prepositional,Postverbal,Afrikaans
"Met u vergunning wil ek graag verder teruggaan , en in die herinnering roep wat ons , as verteenwoordigers van ons mense , in 2004 gesê het in die teenwoordigheid van ons vriende van die res van die wêreld , wat byeengekom by die regeringsetel by die Uniegebou in Pretoria , op Vryheidsdag , die 10de herdenking van ons bevryding , en in deelname aan die inhuldiging van die President van die Republiek , wat deur ons Parlement verkies is ooreenkomstig die wil wat ons mense op demokratiese wyse tydens die 2004-verkiesing uitgespreek het .","Met u vergunning wil ek graag verder teruggaan , en in die herinnering roep wat ons , as verteenwoordigers van ons mense , in 2004 gesê het in die teenwoordigheid van ons vriende van die res van die wêreld , wat byeengekom by die regeringsetel by die Uniegebou in Pretoria , op Vryheidsdag , die 10de herdenking van ons bevryding , en in deelname aan die inhuldiging van die President van die Republiek , wat deur ons Parlement verkies is ooreenkomstig die wil wat ons mense op demokratiese wyse","Met u vergunning wil ek graag verder teruggaan , en in die herinnering roep wat ons , as verteenwoordigers van ons mense , in 2004 gesê het in die teenwoordigheid van ons vriende van die res van die wêreld , wat byeengekom by die regeringsetel by die Uniegebou in Pretoria , op Vryheidsdag , die 10de herdenking van ons bevryding , en in deelname aan die inhuldiging van die President van die Republiek , wat deur ons Parlement verkies is ooreenkomstig die wil wat ons mense tydens die 2004-verkiesing","Met u vergunning wil ek graag verder teruggaan , en in die herinnering roep wat ons , as verteenwoordigers van ons mense , in 2004 gesê het in die teenwoordigheid van ons vriende van die res van die wêreld , wat byeengekom by die regeringsetel by die Uniegebou in Pretoria , op Vryheidsdag , die 10de herdenking van ons bevryding , en in deelname aan die inhuldiging van die President van die Republiek , wat deur ons Parlement verkies is ooreenkomstig die wil wat ons mense op wyse","Met u vergunning wil ek graag verder teruggaan , en in die herinnering roep wat ons , as verteenwoordigers van ons mense , in 2004 gesê het in die teenwoordigheid van ons vriende van die res van die wêreld , wat byeengekom by die regeringsetel by die Uniegebou in Pretoria , op Vryheidsdag , die 10de herdenking van ons bevryding , en in deelname aan die inhuldiging van die President van die Republiek , wat deur ons Parlement verkies is ooreenkomstig die wil wat ons mense tydens 2004-verkiesing",op wyse,tydens 2004-verkiesing,uitspreek,op demokratiese wyse,tydens die 2004-verkiesing,3,3,op,tydens,wyse,2004-verkiesing,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
"Teen 'n gemiddeld van meer as 4,5% was die groeikoers van ons ekonomie oor die afgelope twee-en-'n-half jaar die hoogste sedert ons in 1994 'n demokrasie tot stand gebring het .","Teen 'n gemiddeld van meer as 4,5% was die groeikoers van ons ekonomie oor die afgelope twee-en-'n-half jaar die hoogste sedert ons in 1994","Teen 'n gemiddeld van meer as 4,5% was die groeikoers van ons ekonomie oor die afgelope twee-en-'n-half jaar die hoogste sedert ons tot stand","Teen 'n gemiddeld van meer as 4,5% was die groeikoers van ons ekonomie oor die afgelope twee-en-'n-half jaar die hoogste sedert ons in 1994","Teen 'n gemiddeld van meer as 4,5% was die groeikoers van ons ekonomie oor die afgelope twee-en-'n-half jaar die hoogste sedert ons tot stand",in 1994,tot stand,bring,in 1994,tot stand,2,2,in,tot,1994,stand,SYM,NOUN,prepositional,prepositional,Preverbal,Afrikaans
Die getal werkende mense het oor die afgelope drie jaar met ongeveer 'n halfmiljoen per jaar toegeneem .,Die getal werkende mense het oor die afgelope drie jaar,Die getal werkende mense het met ongeveer 'n halfmiljoen per jaar,Die getal werkende mense het oor jaar,Die getal werkende mense het met halfmiljoen,oor jaar,met halfmiljoen,toeneem,oor die afgelope drie jaar,met ongeveer 'n halfmiljoen per jaar,5,6,oor,met,jaar,halfmiljoen,NOUN,NUM,prepositional,prepositional,Preverbal,Afrikaans
Hulle eienaarskap van die markkapitalisasie van die JSE het toegeneem van net meer as 3% in 2004 tot byna 5% ; en die verhouding van swart mense in die topbestuur het van 24% van die totaal tot 27% toegeneem .,Hulle eienaarskap van die markkapitalisasie van die JSE het toegeneem van net meer as 3% in 2004 tot byna 5% ; en die verhouding van swart mense in die topbestuur het van 24% van die totaal,Hulle eienaarskap van die markkapitalisasie van die JSE het toegeneem van net meer as 3% in 2004 tot byna 5% ; en die verhouding van swart mense in die topbestuur het tot 27%,Hulle eienaarskap van die markkapitalisasie van die JSE het toegeneem van net meer as 3% in 2004 tot byna 5% ; en die verhouding van swart mense in die topbestuur het van 24%,Hulle eienaarskap van die markkapitalisasie van die JSE het toegeneem van net meer as 3% in 2004 tot byna 5% ; en die verhouding van swart mense in die topbestuur het tot 27%,van 24%,tot 27%,toeneem,van 24% van die totaal,tot 27%,5,2,van,tot,24%,27%,SYM,SYM,prepositional,prepositional,Preverbal,Afrikaans
"Dit is bemoedigend dat 300 000 van die werksgeleenthede wat net in die jaar van Maart 2005 tot Maart 2006 geskep is , in die formele sektor , buite die landbousektor , val - dit verteenwoordig 'n groeikoers van sowat 4% .","Dit is bemoedigend dat 300 000 van die werksgeleenthede wat net in die jaar van Maart 2005 tot Maart 2006 geskep is , in die formele sektor ,","Dit is bemoedigend dat 300 000 van die werksgeleenthede wat net in die jaar van Maart 2005 tot Maart 2006 geskep is , buite die landbousektor ,","Dit is bemoedigend dat 300 000 van die werksgeleenthede wat net in die jaar van Maart 2005 tot Maart 2006 geskep is , in sektor","Dit is bemoedigend dat 300 000 van die werksgeleenthede wat net in die jaar van Maart 2005 tot Maart 2006 geskep is , buite landbousektor",in sektor,buite landbousektor,val,"in die formele sektor ,","buite die landbousektor ,",5,4,in,buite,sektor,landbousektor,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
"Dit is vir ons iets om op trots te wees dat ons , ooreenkomstig ons belofte om 'n sorgsame gemeenskap te skep , sedert 2004 dienslewering en ander aspekte van die maatskaplike bestel verbeter het .","Dit is vir ons iets om op trots te wees dat ons , ooreenkomstig ons belofte om 'n sorgsame gemeenskap te skep ,","Dit is vir ons iets om op trots te wees dat ons , sedert 2004","Dit is vir ons iets om op trots te wees dat ons , ooreenkomstig belofte","Dit is vir ons iets om op trots te wees dat ons , sedert 2004",ooreenkomstig belofte,sedert 2004,verbeter,"ooreenkomstig ons belofte om 'n sorgsame gemeenskap te skep ,",sedert 2004,10,2,ooreenkomstig,sedert,belofte,2004,NOUN,SYM,prepositional,prepositional,Preverbal,Afrikaans
Dit is bemoedigend dat die toename in die koers waarteen hierdie toelaes opgeneem word oor die afgelope tyd binne beheerbare perke geval het namate die programme volwassenheid bereik .,Dit is bemoedigend dat die toename in die koers waarteen hierdie toelaes opgeneem word oor die afgelope tyd,Dit is bemoedigend dat die toename in die koers waarteen hierdie toelaes opgeneem word binne beheerbare perke,Dit is bemoedigend dat die toename in die koers waarteen hierdie toelaes opgeneem word oor tyd,Dit is bemoedigend dat die toename in die koers waarteen hierdie toelaes opgeneem word binne perke,oor tyd,binne perk,val,oor die afgelope tyd,binne beheerbare perke,4,3,oor,binne,tyd,perk,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
Teen 2005 het Suid-Afrika reeds die Millenniumontwikkelingsdoelwit met betrekking tot basiese watervoorsiening bereik deurdat toegang tot water van 59% in 1994 tot 83% in 2006 toegeneem het .,Teen 2005 het Suid-Afrika reeds die Millenniumontwikkelingsdoelwit met betrekking tot basiese watervoorsiening bereik deurdat toegang tot water van 59% in 1994,Teen 2005 het Suid-Afrika reeds die Millenniumontwikkelingsdoelwit met betrekking tot basiese watervoorsiening bereik deurdat toegang tot water tot 83% in 2006,Teen 2005 het Suid-Afrika reeds die Millenniumontwikkelingsdoelwit met betrekking tot basiese watervoorsiening bereik deurdat toegang tot water van 59%,Teen 2005 het Suid-Afrika reeds die Millenniumontwikkelingsdoelwit met betrekking tot basiese watervoorsiening bereik deurdat toegang tot water tot 83%,van 59%,tot 83%,toeneem,van 59% in 1994,tot 83% in 2006,4,4,van,tot,59%,83%,SYM,SYM,prepositional,prepositional,Preverbal,Afrikaans
Ons is trots daarop dat ons binne een jaar die agterstand in die totale afskaffing van die emmerstelsel in gevestigde nedersettings met byna die helfte verminder het .,Ons is trots daarop dat ons binne een jaar,Ons is trots daarop dat ons met byna die helfte,Ons is trots daarop dat ons binne jaar,Ons is trots daarop dat ons met helfte,binne jaar,met helfte,verminder,binne een jaar,met byna die helfte,3,4,binne,met,jaar,helfte,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
Ons is op koers om hierdie ontmenslikende stelsel in hierdie gebiede teen die einde van die jaar heeltemal tot 'n einde te bring .,Ons is op koers om hierdie ontmenslikende stelsel in hierdie gebiede teen die einde van die jaar,Ons is op koers om hierdie ontmenslikende stelsel in hierdie gebiede tot 'n einde,Ons is op koers om hierdie ontmenslikende stelsel in hierdie gebiede teen einde,Ons is op koers om hierdie ontmenslikende stelsel in hierdie gebiede tot einde,teen einde,tot einde,bring,teen die einde van die jaar,tot 'n einde,6,3,teen,tot,einde,einde,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
"Ofskoon daar in die onlangse verlede meer sake ingevolge die grondhervormingsprogram afgehandel is , moet ons steeds 'n ernstige poging aanwend om die oorblywende sake , waarvan talle meer ingewikkeld is , af te handel .",Ofskoon daar in die onlangse verlede,Ofskoon daar ingevolge die grondhervormingsprogram,Ofskoon daar in verlede,Ofskoon daar ingevolge grondhervormingsprogram,in verlede,ingevolge grondhervormingsprogram,afhandel,in die onlangse verlede,ingevolge die grondhervormingsprogram,4,3,in,ingevolge,verlede,grondhervormingsprogram,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
Aan die ander kant is weinig vordering met die herverdeling van grond gemaak .,Aan die ander kant,met die herverdeling van grond,Aan kant,met herverdeling,aan kant,met herverdeling,maak,Aan die ander kant,met die herverdeling van grond,4,5,aan,met,kant,herverdeling,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
"Bogenoemde sal sorg dat mense wat maatskaplike bystand ontvang op sistematiese wyse met munisipale dienste en werksgeleenthede gekoppel word , en sal ons voortdurend gerig hou op ons taak om soveel moontlik van ons mense van hulle afhanklikheid van maatskaplike toelaes te speen en hulle tot die arbeidsmark te laat toetree .",Bogenoemde sal sorg dat mense wat maatskaplike bystand ontvang op sistematiese wyse,Bogenoemde sal sorg dat mense wat maatskaplike bystand ontvang met munisipale dienste en werksgeleenthede,Bogenoemde sal sorg dat mense wat maatskaplike bystand ontvang op wyse,Bogenoemde sal sorg dat mense wat maatskaplike bystand ontvang met dienste,op wyse,met diens,koppel,op sistematiese wyse,met munisipale dienste en werksgeleenthede,3,5,op,met,wyse,diens,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
"Bogenoemde sal sorg dat mense wat maatskaplike bystand ontvang op sistematiese wyse met munisipale dienste en werksgeleenthede gekoppel word , en sal ons voortdurend gerig hou op ons taak om soveel moontlik van ons mense van hulle afhanklikheid van maatskaplike toelaes te speen en hulle tot die arbeidsmark te laat toetree .","Bogenoemde sal sorg dat mense wat maatskaplike bystand ontvang op sistematiese wyse met munisipale dienste en werksgeleenthede gekoppel word , en sal ons voortdurend gerig hou op ons taak om soveel moontlik van ons mense","Bogenoemde sal sorg dat mense wat maatskaplike bystand ontvang op sistematiese wyse met munisipale dienste en werksgeleenthede gekoppel word , en sal ons voortdurend gerig hou op ons taak om soveel moontlik van hulle afhanklikheid van maatskaplike toelaes","Bogenoemde sal sorg dat mense wat maatskaplike bystand ontvang op sistematiese wyse met munisipale dienste en werksgeleenthede gekoppel word , en sal ons voortdurend gerig hou op ons taak om soveel moontlik van mense","Bogenoemde sal sorg dat mense wat maatskaplike bystand ontvang op sistematiese wyse met munisipale dienste en werksgeleenthede gekoppel word , en sal ons voortdurend gerig hou op ons taak om soveel moontlik van afhanklikheid",van mens,van afhanklikheid,speen,van ons mense,van hulle afhanklikheid van maatskaplike toelaes,3,6,van,van,mens,afhanklikheid,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
"In hierdie jaar , wat die 60ste herdenking verteenwoordig van die verdrag van dokters onder leiers van die Afrika- en Indiërgemeenskap ( AB Xuma , GM Naicker en Yusuf Dadoo ) , die 30ste herdenking van die moord op Steve Biko en die 20ste herdenking van Afrikaner-intellektuele se besoek aan Dakar om met die ANC te praat , moet die kwessie van ons diversiteit aan identiteit en die oorkoepelende sin dat ons almal tot Suid-Afrika behoort beter na die hele samelewing uitgedra word op 'n manier wat ons eenheid as 'n nasie versterk .","In hierdie jaar , wat die 60ste herdenking verteenwoordig van die verdrag van dokters onder leiers van die Afrika- en Indiërgemeenskap ( AB Xuma , GM Naicker en Yusuf Dadoo ) , die 30ste herdenking van die moord op Steve Biko en die 20ste herdenking van Afrikaner-intellektuele se besoek aan Dakar om met die ANC te praat ,",na die hele samelewing,In jaar,na samelewing,in jaar,na samelewing,uitdra,"In hierdie jaar , wat die 60ste herdenking verteenwoordig van die verdrag van dokters onder leiers van die Afrika- en Indiërgemeenskap ( AB Xuma , GM Naicker en Yusuf Dadoo ) , die 30ste herdenking van die moord op Steve Biko en die 20ste herdenking van Afrikaner-intellektuele se besoek aan Dakar om met die ANC te praat ,",na die hele samelewing,58,4,in,na,jaar,samelewing,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
"Met ander woorde : die maatreëls wat nodig is om maatskaplike binding te bewerkstellig , kan nie slegs deur die Regering geneem word nie .",Met ander woorde :,deur die Regering,Met woorde,deur Regering,met woord,deur regering,neem,Met ander woorde :,deur die Regering,4,3,met,deur,woord,regering,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
"Dit is ongetwyfeld onmoontlik om dit wat lelik en weersinwekkend is , uit te wis en die geluk wat met vryheid gepaardgaan op te eis solank gemeenskappe in vrees lewe : terwyl hulle ingekerker is tussen hoë mure en doringdraad , in hulle huise , op straat en op die pad in voortdurende angs verkeer , en nie in staat is om ons openbare ruimtes te geniet nie .","Dit is ongetwyfeld onmoontlik om dit wat lelik en weersinwekkend is , uit te wis en die geluk wat met vryheid gepaardgaan op te eis solank gemeenskappe in vrees lewe : terwyl hulle ingekerker is tussen hoë mure en doringdraad , in hulle huise , op straat en op die pad","Dit is ongetwyfeld onmoontlik om dit wat lelik en weersinwekkend is , uit te wis en die geluk wat met vryheid gepaardgaan op te eis solank gemeenskappe in vrees lewe : terwyl hulle ingekerker is tussen hoë mure en doringdraad , in voortdurende angs","Dit is ongetwyfeld onmoontlik om dit wat lelik en weersinwekkend is , uit te wis en die geluk wat met vryheid gepaardgaan op te eis solank gemeenskappe in vrees lewe : terwyl hulle ingekerker is tussen hoë mure en doringdraad , in huise","Dit is ongetwyfeld onmoontlik om dit wat lelik en weersinwekkend is , uit te wis en die geluk wat met vryheid gepaardgaan op te eis solank gemeenskappe in vrees lewe : terwyl hulle ingekerker is tussen hoë mure en doringdraad , in angs",in huis,in angs,verkeer,"in hulle huise , op straat en op die pad",in voortdurende angs,10,3,in,in,huis,angs,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
"Ons sal hierdie kwessie in die loop van die jaar in oënskou neem sodat ons , afgesien van 'n verbetering in die werk van die polisie , ook saam met die privaat veiligheidsindustrie 'n omgewing kan skep waarin daar werklik aan die publiek se verwagtinge omtrent veiligheid , waaraan hulpbronne van reusagtige omvang bestee word , voldoen kan word .",Ons sal hierdie kwessie in die loop van die jaar,Ons sal hierdie kwessie in oënskou,Ons sal hierdie kwessie in loop,Ons sal hierdie kwessie in oënskou,in loop,in oënskou,neem,in die loop van die jaar,in oënskou,6,2,in,in,loop,oënskou,NOUN,NOUN,prepositional,prepositional,Preverbal,Afrikaans
