Sentence,Context_PP1,Context_PP2,Context_PP1_simple,Context_PP2_simple,PP1_simple,PP2_simple,Verb,PP1,PP2,PP1_len,PP2_len,Adp1,Adp2,NP1,NP2,PP1_Pronom,PP2_Pronom,PP1_Type,PP2_Type,Position,Language
"Îndeamnă , derept aceaia , spre învățătura Evanghelii cea curată .","Îndeamnă , derept aceaia","Îndeamnă , spre învățătura Evanghelii cea curată",Îndeamnă derept aceaia,Îndeamnă spre învățătura,drept acela,spre învățătură,îndemna,", derept aceaia",", spre învățătura Evanghelii cea curată",3,6,drept,spre,acela,învățătură,PRON,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Temu -mă , să nu mă fiu ustenit în deșărt între voi .","Temu -mă , să nu mă fiu ustenit în deșărt","Temu -mă , să nu mă fiu ustenit între voi","Temu -mă , să nu mă fiu ustenit în deșărt","Temu -mă , să nu mă fiu ustenit între voi",în deșert,între tu,osteni,în deșărt,între voi,2,2,în,între,deșert,tu,NOUN,PRON,prepositional,prepositional,Postverbal,RomanianNonstandard
"Că noi cu duhul , den credință , nădeajdea dereptății așteptăm .","Că noi cu duhul ,","Că noi den credință ,",Că noi cu duhul,Că noi den credință,cu duh,din credință,aștepta,"cu duhul ,","den credință ,",3,3,cu,din,duh,credință,NOUN,NOUN,prepositional,prepositional,Preverbal,RomanianNonstandard
"Vestit era și de răutăți , mai vîrtos pentru idoliia și pentru beseareca Dianii cei mari dumezăoaei ; și mulți era închinați fermecăturiilor și meșteșugurilor drăcești , cum să arată la cap 19 , stih 13 , 16 , 19 .",Vestit era și de răutăți,Vestit era pentru idoliia și pentru beseareca Dianii cei mari dumezăoaei,Vestit era de răutăți,Vestit era pentru idoliia,de răutate,pentru idolie,vesti,și de răutăți,pentru idoliia și pentru beseareca Dianii cei mari dumezăoaei,3,9,de,pentru,răutate,idolie,NOUN,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Pentru că den toate părțile den lume să strîngea la Efes , pentru neguțătoriia , și auzind acolea Evangheliia , înturnîndu- să iară la moșiile lor , vestiia ce e credința în Hristos .",Pentru că den toate părțile den lume să strîngea la Efes,"Pentru că den toate părțile den lume să strîngea , pentru neguțătoriia",Pentru că den toate părțile den lume să strîngea la Efes,Pentru că den toate părțile den lume să strîngea pentru neguțătoriia,la Efes,pentru neguțătorie,strânge,la Efes,", pentru neguțătoriia",2,3,la,pentru,Efes,neguțătorie,PROPN,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Arată pre scurt că ispăseniia omului iaste den mila lui Dumnezău ca dentr- un izvor , în capul dentîiu ; în al doile le aduce aminte cît au fost de săraci și nevoiași , pînă n- au fost chemați , pre Evangheliie , la Hristos .","Arată pre scurt că ispăseniia omului iaste den mila lui Dumnezău ca dentr- un izvor , în capul dentîiu ; în al doile le aduce aminte cît au fost de săraci și nevoiași , pînă n- au fost chemați , pre Evangheliie","Arată pre scurt că ispăseniia omului iaste den mila lui Dumnezău ca dentr- un izvor , în capul dentîiu ; în al doile le aduce aminte cît au fost de săraci și nevoiași , pînă n- au fost chemați , la Hristos","Arată pre scurt că ispăseniia omului iaste den mila lui Dumnezău ca dentr- un izvor , în capul dentîiu ; în al doile le aduce aminte cît au fost de săraci și nevoiași , pînă n- au fost chemați pre Evangheliie","Arată pre scurt că ispăseniia omului iaste den mila lui Dumnezău ca dentr- un izvor , în capul dentîiu ; în al doile le aduce aminte cît au fost de săraci și nevoiași , pînă n- au fost chemați la Hristos",pe Evangheliie,la Hristos,chema,", pre Evangheliie",", la Hristos",3,3,pe,la,Evangheliie,Hristos,PROPN,PROPN,prepositional,prepositional,Postverbal,RomanianNonstandard
"În lauda slavei a milei Lui , cu carea în dar pre noi ne făcu Lui , în cel iubit .","În lauda slavei a milei Lui , cu carea","În lauda slavei a milei Lui , în dar","În lauda slavei a milei Lui , cu carea","În lauda slavei a milei Lui , în dar",cu care,în dar,face,cu carea,în dar,2,2,cu,în,care,dar,PRON,NOUN,prepositional,prepositional,Preverbal,RomanianNonstandard
"Carea s- au sporit întru noi , cu toată mîndriia și înțelepciunea .",Carea s- au sporit întru noi,"Carea s- au sporit , cu toată mîndriia și înțelepciunea",Carea s- au sporit întru noi,Carea s- au sporit cu mîndriia,întru eu,cu mândrie,spori,întru noi,", cu toată mîndriia și înțelepciunea",2,6,întru,cu,eu,mândrie,PRON,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Nu încetez a da har pentru voi , pomenind de voi în rugăciunele meale .","Nu încetez a da har pentru voi , pomenind de voi","Nu încetez a da har pentru voi , pomenind în rugăciunele meale","Nu încetez a da har pentru voi , pomenind de voi","Nu încetez a da har pentru voi , pomenind în rugăciunele",de tu,în rugăciune,pomeni,de voi,în rugăciunele meale,2,3,de,în,tu,rugăciune,PRON,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Carea au arătat în Hristos , cînd L- au sculat pre El den morți și L- au pus de- a dereapta Lui , în ceriuri .","Carea au arătat în Hristos , cînd L- au sculat pre El den morți și L- au pus de- a dereapta Lui","Carea au arătat în Hristos , cînd L- au sculat pre El den morți și L- au pus , în ceriuri","Carea au arătat în Hristos , cînd L- au sculat pre El den morți și L- au pus de- dereapta","Carea au arătat în Hristos , cînd L- au sculat pre El den morți și L- au pus în ceriuri",de dreapta,în cer,pune,de- a dereapta Lui,", în ceriuri",4,3,de,în,dreapta,cer,ADV,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Și v- au pus în ceriure , în Iisus Hristos .",Și v- au pus în ceriure,"Și v- au pus , în Iisus Hristos",Și v- au pus în ceriure,Și v- au pus în Iisus,în cer,în Iisus,pune,în ceriure,", în Iisus Hristos",2,4,în,în,cer,Iisus,NOUN,PROPN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Ca să arate în veacurele venitoare , mari bogățiile milei Lui , den bunătatea Lui , în Iisus Hristos .","Ca să arate în veacurele venitoare , mari bogățiile milei Lui , den bunătatea Lui","Ca să arate în veacurele venitoare , mari bogățiile milei Lui , în Iisus Hristos","Ca să arate în veacurele venitoare , mari bogățiile milei Lui den bunătatea","Ca să arate în veacurele venitoare , mari bogățiile milei Lui în Iisus",din bunătate,în Iisus,arăta,", den bunătatea Lui",", în Iisus Hristos",4,4,din,în,bunătate,Iisus,NOUN,PROPN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Că a Lui făptură sîntem , făcuți în Iisus Hristos , spre fapte bune , carele le găti Dumnezău , să îmblăm întru iale .","Că a Lui făptură sîntem , făcuți în Iisus Hristos","Că a Lui făptură sîntem , făcuți , spre fapte bune , carele le găti Dumnezău , să îmblăm întru iale","Că a Lui făptură sîntem , făcuți în Iisus","Că a Lui făptură sîntem , făcuți spre fapte",în Iisus,spre faptă,face,în Iisus Hristos,", spre fapte bune , carele le găti Dumnezău , să îmblăm întru iale",3,14,în,spre,Iisus,faptă,PROPN,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Şi amîndoi într- un trup , să -i împace cu Dumnezău , pren cruce , răsipind pizmele pren El .","Şi amîndoi într- un trup , să -i împace cu Dumnezău","Şi amîndoi într- un trup , să -i împace , pren cruce","Şi amîndoi într- un trup , să -i împace cu Dumnezău","Şi amîndoi într- un trup , să -i împace pren cruce",cu Dumnezeu,prin cruce,împăca,cu Dumnezău,", pren cruce",2,3,cu,prin,Dumnezeu,cruce,PROPN,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Ca să dea voao , după bogățiia slavei Lui , ca să vă întăriți tare pren Duhul Lui , în omul denlăuntru .","Ca să dea voao , după bogățiia slavei Lui , ca să vă întăriți tare pren Duhul Lui","Ca să dea voao , după bogățiia slavei Lui , ca să vă întăriți tare , în omul denlăuntru","Ca să dea voao , după bogățiia slavei Lui , ca să vă întăriți tare pren Duhul","Ca să dea voao , după bogățiia slavei Lui , ca să vă întăriți tare în omul",prin duh,în om,întări,pren Duhul Lui,", în omul denlăuntru",3,4,prin,în,duh,om,NOUN,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Să lăcuiască Hristos , pren credință , întru inimile voastre .","Să lăcuiască Hristos , pren credință ,",Să lăcuiască Hristos întru inimile voastre,Să lăcuiască Hristos pren credință,Să lăcuiască Hristos întru inimile,prin credință,întru inimă,locui,", pren credință ,",întru inimile voastre,4,3,prin,întru,credință,inimă,NOUN,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Ce făcînd dereptate în dragoste , să creaștem întru El întru toate , carele iaste capul Hristos .","Ce făcînd dereptate în dragoste , să creaștem întru El întru toate , carele iaste capul Hristos","Ce făcînd dereptate în dragoste , să creaștem întru toate","Ce făcînd dereptate în dragoste , să creaștem întru El","Ce făcînd dereptate în dragoste , să creaștem întru toate",întru el,întru tot,crește,"întru El întru toate , carele iaste capul Hristos",întru toate,9,2,întru,întru,el,tot,PRON,PRON,prepositional,prepositional,Postverbal,RomanianNonstandard
"Şi vă îmbrăcați în omul cel nou , carele e făcut după Dumnezău , în dereptate și întru sfințiia cea adevărată .","Şi vă îmbrăcați în omul cel nou , carele e făcut după Dumnezău","Şi vă îmbrăcați în omul cel nou , carele e făcut , în dereptate și întru sfințiia cea adevărată","Şi vă îmbrăcați în omul cel nou , carele e făcut după Dumnezău","Şi vă îmbrăcați în omul cel nou , carele e făcut în dereptate",după Dumnezeu,în dreptate,face,după Dumnezău,", în dereptate și întru sfințiia cea adevărată",2,8,după,în,Dumnezeu,dreptate,PROPN,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Toată amărăciunea și înherbîntarea și mîniia și urgiia și gîlceava și hula să să ia den voi , cu toată răutatea .",Toată amărăciunea și înherbîntarea și mîniia și urgiia și gîlceava și hula să să ia den voi,"Toată amărăciunea și înherbîntarea și mîniia și urgiia și gîlceava și hula să să ia , cu toată răutatea",Toată amărăciunea și înherbîntarea și mîniia și urgiia și gîlceava și hula să să ia den voi,Toată amărăciunea și înherbîntarea și mîniia și urgiia și gîlceava și hula să să ia cu răutatea,din tu,cu răutate,lua,den voi,", cu toată răutatea",2,4,din,cu,tu,răutate,PRON,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Grăind întru voi cu psalomi și cîntări și cîntece sufletești , cîntînd și lăudînd întru inimile voastre Domnului .",Grăind întru voi,Grăind cu psalomi și cîntări și cîntece sufletești,Grăind întru voi,Grăind cu psalomi,întru tu,cu psalm,grăi,întru voi,cu psalomi și cîntări și cîntece sufletești,2,7,întru,cu,tu,psalm,PRON,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Dînd har în toată vreamea de toate , întru numele Domnului nostru Iisus Hristos , lui Dumnezău și Tatălui .",Dînd har în toată vreamea de toate,"Dînd har în toată vreamea , întru numele Domnului nostru Iisus Hristos , lui Dumnezău și Tatălui",Dînd har în toată vreamea de toate,Dînd har în toată vreamea întru numele,de tot,întru nume,da,de toate,", întru numele Domnului nostru Iisus Hristos , lui Dumnezău și Tatălui",2,12,de,întru,tot,nume,PRON,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Ca să o sfințească pre ia , curățindu -o cu baia apei pren cuvînt .","Ca să o sfințească pre ia , curățindu -o cu baia apei","Ca să o sfințească pre ia , curățindu -o pren cuvînt","Ca să o sfințească pre ia , curățindu -o cu baia","Ca să o sfințească pre ia , curățindu -o pren cuvînt",cu baie,prin cuvânt,curăți,cu baia apei,pren cuvînt,3,2,cu,prin,baie,cuvânt,NOUN,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Pentru carele îmblu în solie în fiară , ca despre El cu îndrăznire să grăesc , cum să cade mie a grăi .",Pentru carele îmblu în solie,Pentru carele îmblu în fiară,Pentru carele îmblu în solie,Pentru carele îmblu în fiară,în solie,în fier,umbla,în solie,în fiară,2,2,în,în,solie,fier,NOUN,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Pavel apostol , mărturisind cu îndrăznire de numele lui Hristos , căzu în prinsoare , și -l băgară în temniță la Râm ; carea auzind filipiseanii , tremeasără -i lui pre popa lor , pre Epafrodit , milostenie multă , carea o chiamă apostolul , jărtvă de bună mirodenie .","Pavel apostol , mărturisind cu îndrăznire de numele lui Hristos , căzu în prinsoare , și -l băgară în temniță","Pavel apostol , mărturisind cu îndrăznire de numele lui Hristos , căzu în prinsoare , și -l băgară la Râm","Pavel apostol , mărturisind cu îndrăznire de numele lui Hristos , căzu în prinsoare , și -l băgară în temniță","Pavel apostol , mărturisind cu îndrăznire de numele lui Hristos , căzu în prinsoare , și -l băgară la Râm",în temniță,la Roma,băga,în temniță,la Râm,2,2,în,la,temniță,Roma,NOUN,PROPN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Aceastea sîmt în capul 1 , pînă în 27 de stihuri .",Aceastea sîmt în capul 1,"Aceastea sîmt , pînă în 27 de stihuri",Aceastea sîmt în capul,Aceastea sîmt pînă stihuri,în cap,până stih,sîmt,în capul 1,", pînă în 27 de stihuri",3,6,în,până,cap,stih,NOUN,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Despre aceastea grăește cap 1 , din 27 de stihuri , pînă în 19 stih , 2 cap .","Despre aceastea grăește cap 1 , din 27 de stihuri","Despre aceastea grăește cap 1 , pînă în 19 stih , 2 cap",Despre aceastea grăește cap 1 din stihuri,Despre aceastea grăește cap 1 pînă stih,din stih,până stih,grăește,", din 27 de stihuri",", pînă în 19 stih , 2 cap",5,8,din,până,stih,stih,NOUN,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Îndeamnă spre uniciune și spre pace , anume pre 2 mueri : pre Evodiia și pre Sintihiia , și nește bărbați , cum să țînă uniciune ; întru începeniia den al patrul cap .",Îndeamnă spre uniciune și spre pace,Îndeamnă ; întru începeniia den al patrul cap,Îndeamnă spre uniciune,Îndeamnă întru începeniia,spre uniciune,întru începenie,îndemna,spre uniciune și spre pace,; întru începeniia den al patrul cap,5,7,spre,întru,uniciune,începenie,NOUN,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Îndeamnă pre toți depreună , spre răbdare , spre rugăciune și spre alte lucruri dumnezăești , în 4 cap , de la 5 stih pînă la 10 .","Îndeamnă pre toți depreună , spre răbdare , spre rugăciune și spre alte lucruri dumnezăești","Îndeamnă pre toți depreună , în 4 cap , de la 5 stih pînă la 10",Îndeamnă pre toți depreună spre răbdare,Îndeamnă pre toți depreună în cap,spre răbdare,în cap,îndemna,", spre răbdare , spre rugăciune și spre alte lucruri dumnezăești",", în 4 cap , de la 5 stih pînă la 10",11,12,spre,în,răbdare,cap,NOUN,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Laudă milostenieia lor ce tremesease lui , în vreame de lipsă ; pînă în 21 de stihuri în al 4 -lea cap .","Laudă milostenieia lor ce tremesease lui , în vreame de lipsă ; pînă în 21 de stihuri","Laudă milostenieia lor ce tremesease lui , în vreame de lipsă în al 4 -lea cap","Laudă milostenieia lor ce tremesease lui , în vreame de lipsă pînă stihuri","Laudă milostenieia lor ce tremesease lui , în vreame de lipsă în cap",până stih,în cap,lăuda,; pînă în 21 de stihuri,în al 4 -lea cap,6,5,până,în,stih,cap,NOUN,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Pururea întru toată rugăciunea mea , pentru voi toți , cu bucurie , rugăciuni făcînd .","Pururea întru toată rugăciunea mea , pentru voi toți ,","Pururea întru toată rugăciunea mea , cu bucurie ,","Pururea întru toată rugăciunea mea , pentru voi","Pururea întru toată rugăciunea mea , cu bucurie",pentru tu,cu bucurie,face,"pentru voi toți ,","cu bucurie ,",4,3,pentru,cu,tu,bucurie,PRON,NOUN,prepositional,prepositional,Preverbal,RomanianNonstandard
"Așa cît prinsorile meale fură arătate în Hristos , întru toată giudecata și într- altele în toate .",Așa cît prinsorile meale fură arătate în Hristos,"Așa cît prinsorile meale fură arătate , întru toată giudecata și într- altele în toate",Așa cît prinsorile meale fură arătate în Hristos,Așa cît prinsorile meale fură arătate întru giudecata,în Hristos,întru judecată,arăta,în Hristos,", întru toată giudecata și într- altele în toate",2,9,în,întru,Hristos,judecată,PROPN,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Că în nemica nu mă voiu rușina , ce cu toată îndrăznirea , cum pururea , așea și acmu să mărește Hristos în trupul mieu , au prin viață au prin moarte .","Că în nemica nu mă voiu rușina , ce cu toată îndrăznirea , cum pururea , așea și acmu să mărește Hristos în trupul mieu","Că în nemica nu mă voiu rușina , ce cu toată îndrăznirea , cum pururea , așea și acmu să mărește Hristos , au prin viață au prin moarte","Că în nemica nu mă voiu rușina , ce cu toată îndrăznirea , cum pururea , așea și acmu să mărește Hristos în trupul","Că în nemica nu mă voiu rușina , ce cu toată îndrăznirea , cum pururea , așea și acmu să mărește Hristos prin viață",în trup,prin viață,mări,în trupul mieu,", au prin viață au prin moarte",3,7,în,prin,trup,viață,NOUN,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Și aceasta cu nădeajde știu , că voiu rămânea și voiu petreace cu voi cu toți , în folosul vostru și în bucuriia credinței .","Și aceasta cu nădeajde știu , că voiu rămânea și voiu petreace cu voi cu toți","Și aceasta cu nădeajde știu , că voiu rămânea și voiu petreace , în folosul vostru și în bucuriia credinței","Și aceasta cu nădeajde știu , că voiu rămânea și voiu petreace cu voi","Și aceasta cu nădeajde știu , că voiu rămânea și voiu petreace în folosul",cu tu,în folos,rămâne,cu voi cu toți,", în folosul vostru și în bucuriia credinței",4,8,cu,în,tu,folos,PRON,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Ca lauda voastră să să înmulțască în Iisus Hristos , întru mine , cu venirea mea iară cătră voi .",Ca lauda voastră să să înmulțască în Iisus Hristos,"Ca lauda voastră să să înmulțască , întru mine",Ca lauda voastră să să înmulțască în Iisus,Ca lauda voastră să să înmulțască întru mine,în Iisus,întru eu,înmulți,în Iisus Hristos,", întru mine",3,3,în,întru,Iisus,eu,PROPN,PRON,prepositional,prepositional,Postverbal,RomanianNonstandard
"Pentru aceaia , dragii miei , cum pururea ați ascultat , nu numai cînd am fost de față , ce cu mult mai vîrtos cînd am fost departe , cu frică și cu cutrenur lucrați spăseniia voastră .","Pentru aceaia ,",cu frică și cu cutrenur,Pentru aceaia,cu frică,pentru acela,cu frică,lucra,"Pentru aceaia ,",cu frică și cu cutrenur,3,5,pentru,cu,acela,frică,PRON,NOUN,prepositional,prepositional,Preverbal,RomanianNonstandard
"Iară ispititura lui știți , căce ca un fecior părintelui , cu mine sluji întru Evanghelie .","Iară ispititura lui știți , căce ca un fecior părintelui ,","Iară ispititura lui știți , căce cu mine","Iară ispititura lui știți , căce ca fecior","Iară ispititura lui știți , căce cu mine",ca fecior,cu eu,sluji,"ca un fecior părintelui ,",cu mine,5,2,ca,cu,fecior,eu,NOUN,PRON,prepositional,prepositional,Preverbal,RomanianNonstandard
"Deci priimiți pre el întru Domnul , cu toată bucuriia , și pre unii ca aceștea la cinste să -i aveți .",Deci priimiți pre el întru Domnul,"Deci priimiți pre el , cu toată bucuriia",Deci priimiți pre el întru Domnul,Deci priimiți pre el cu bucuriia,întru domn,cu bucurie,primi,întru Domnul,", cu toată bucuriia",2,4,întru,cu,domn,bucurie,NOUN,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Că mulți îmblă , pre carii de multe ori am grăit voao , iară acmu și plîngîndu zic , pre vrăjmașii cruciei ( Ce să zice patima lui Hristos ) lui Hristos .","Că mulți îmblă , pre carii","Că mulți îmblă , de multe ori","Că mulți îmblă , pre carii","Că mulți îmblă , de ori",pe care,de oară,grăi,pre carii,de multe ori,2,3,pe,de,care,oară,PRON,NOUN,prepositional,prepositional,Preverbal,RomanianNonstandard
"Şi rog și pre tine , soațe încrezute , agiută pre ceia ce osteniră cu mine în Evanghelie , și cu Climentu și cu alții agiutătorii miei , cărora li- e numele în cartea vieției .","Şi rog și pre tine , soațe încrezute , agiută pre ceia ce osteniră cu mine în Evanghelie , și cu Climentu și cu alții agiutătorii miei , cărora li- e numele în cartea vieției","Şi rog și pre tine , soațe încrezute , agiută pre ceia ce osteniră în Evanghelie","Şi rog și pre tine , soațe încrezute , agiută pre ceia ce osteniră cu mine","Şi rog și pre tine , soațe încrezute , agiută pre ceia ce osteniră în Evanghelie",cu eu,în Evanghelie,osteni,"cu mine în Evanghelie , și cu Climentu și cu alții agiutătorii miei , cărora li- e numele în cartea vieției",în Evanghelie,21,2,cu,în,eu,Evanghelie,PRON,PROPN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Iară știți drept aceaia și voi , filipiseani , că întru începutul Evangheliei , cînd eșiiu den Machedoniia , nece o besearecă nu se- au împreunat mie , fără voi singuri , în dare și în luare .","Iară știți drept aceaia și voi , filipiseani , că întru începutul Evangheliei , cînd eșiiu den Machedoniia , nece o besearecă nu se- au împreunat mie , fără voi singuri","Iară știți drept aceaia și voi , filipiseani , că întru începutul Evangheliei , cînd eșiiu den Machedoniia , nece o besearecă nu se- au împreunat mie , în dare și în luare","Iară știți drept aceaia și voi , filipiseani , că întru începutul Evangheliei , cînd eșiiu den Machedoniia , nece o besearecă nu se- au împreunat mie fără voi","Iară știți drept aceaia și voi , filipiseani , că întru începutul Evangheliei , cînd eșiiu den Machedoniia , nece o besearecă nu se- au împreunat mie în dare",fără tu,în dare,împreuna,", fără voi singuri",", în dare și în luare",4,6,fără,în,tu,dare,PRON,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Că și în Solun , și o dată și a doao oară , în treaba mea ați tremes .","Că și în Solun ,",Că în treaba mea,Că în Solun,Că în treaba,în Solun,în treabă,trimite,"și în Solun ,",în treaba mea,4,3,în,în,Solun,treabă,PROPN,NOUN,prepositional,prepositional,Preverbal,RomanianNonstandard
"Cătră filipiseani scrie den Roma , pre Epafrodit .",Cătră filipiseani scrie den Roma,"Cătră filipiseani scrie , pre Epafrodit",Cătră filipiseani scrie den Roma,Cătră filipiseani scrie pre Epafrodit,din Roma,pe Epafrodit,scrie,den Roma,", pre Epafrodit",2,3,din,pe,Roma,Epafrodit,PROPN,PROPN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Iară Epafra , auzind de prinsoarea lui Pavel , mearse să -l vază , în Roma , și să vorovască cu el , de rîndul beseareciei Colosului , și să ia de la dînsul mărturie despre învățătura sfîntă , și depreună să -l îndeamne să scrie și carte , să trimeață la colaseani , în carea să -i îndeamne și să -i întărească să ție învățătura carea au luat de la Epafra , ca o învățătură sfîntă , și -i îndeamnă să fie stătători în credință , și să viiaze viiață sfîntă , împrotiva a toate învățăturile strîmbe .","Iară Epafra , auzind de prinsoarea lui Pavel , mearse să -l vază , în Roma , și să vorovască cu el","Iară Epafra , auzind de prinsoarea lui Pavel , mearse să -l vază , în Roma , și să vorovască , de rîndul beseareciei Colosului","Iară Epafra , auzind de prinsoarea lui Pavel , mearse să -l vază , în Roma , și să vorovască cu el","Iară Epafra , auzind de prinsoarea lui Pavel , mearse să -l vază , în Roma , și să vorovască de rîndul",cu el,de rând,vorbi,cu el,", de rîndul beseareciei Colosului",2,5,cu,de,el,rând,PRON,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Tremease această carte , pre Tihic și pre Onisim , la colaseani .","Tremease această carte , pre Tihic și pre Onisim","Tremease această carte , la colaseani",Tremease această carte pre Tihic,Tremease această carte la colaseani,pe Tihic,la colasean,trimite,", pre Tihic și pre Onisim",", la colaseani",6,3,pe,la,Tihic,colasean,PROPN,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Carea a suferit la voi , cum și în totă lumea , și ia rodeaște și crește , cum și întru voi , din zua ce ați auzit și ați cunoscut mila lui Dumnezău , în dereptate .",Carea a suferit la voi,"Carea a suferit , cum și în totă lumea",Carea a suferit la voi,Carea a suferit în lumea,la tu,în lume,suferi,la voi,", cum și în totă lumea",2,6,la,în,tu,lume,PRON,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Şi pre voi , carii erați oarecînd streinați și pizmași , cu cugetul întru lucrure reale cuprinși , iară acum v- au împăcat .","Şi pre voi , carii erați oarecînd streinați și pizmași , cu cugetul","Şi pre voi , carii erați oarecînd streinați și pizmași , întru lucrure reale","Şi pre voi , carii erați oarecînd streinați și pizmași , cu cugetul","Şi pre voi , carii erați oarecînd streinați și pizmași , întru lucrure",cu cuget,întru lucru,cuprins,cu cugetul,întru lucrure reale,2,3,cu,întru,cuget,lucru,NOUN,NOUN,prepositional,prepositional,Preverbal,RomanianNonstandard
"Carele acmu mă bucur de ceale ce- am pățit pentru voi , și umplură -mă și înțeleg patimelor lui Hristos , în trupul mieu , pren trupul Lui , carele iaste beseareca .","Carele acmu mă bucur de ceale ce- am pățit pentru voi , și umplură -mă și înțeleg patimelor lui Hristos , în trupul mieu","Carele acmu mă bucur de ceale ce- am pățit pentru voi , și umplură -mă și înțeleg patimelor lui Hristos , pren trupul Lui , carele iaste beseareca","Carele acmu mă bucur de ceale ce- am pățit pentru voi , și umplură -mă și înțeleg patimelor lui Hristos în trupul","Carele acmu mă bucur de ceale ce- am pățit pentru voi , și umplură -mă și înțeleg patimelor lui Hristos pren trupul",în trup,prin trup,înțelege,", în trupul mieu",", pren trupul Lui , carele iaste beseareca",4,8,în,prin,trup,trup,NOUN,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Cărora vru Dumnezău a arăta bogățiile slavei tainei aceștiia întru limbi , carele iaste Hristos întru voi , nădeajdea aceaia a slavei .",Cărora vru Dumnezău a arăta bogățiile slavei tainei aceștiia întru limbi,Cărora vru Dumnezău a arăta bogățiile slavei tainei aceștiia întru voi,Cărora vru Dumnezău a arăta bogățiile slavei tainei aceștiia întru limbi,Cărora vru Dumnezău a arăta bogățiile slavei tainei aceștiia întru voi,întru limbă,întru tu,arăta,întru limbi,întru voi,2,2,întru,întru,limbă,tu,NOUN,PRON,prepositional,prepositional,Postverbal,RomanianNonstandard
"Întru carea mă și ustenesc , luptîndu -mă după putearea Lui , carea lucrează întru mine cu puteare .","Întru carea mă și ustenesc , luptîndu -mă după putearea Lui , carea lucrează întru mine","Întru carea mă și ustenesc , luptîndu -mă după putearea Lui , carea lucrează cu puteare","Întru carea mă și ustenesc , luptîndu -mă după putearea Lui , carea lucrează întru mine","Întru carea mă și ustenesc , luptîndu -mă după putearea Lui , carea lucrează cu puteare",întru eu,cu putere,lucra,întru mine,cu puteare,2,2,întru,cu,eu,putere,PRON,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
"După aceaia arată că s -au mîntuit din toate rînduialele oamenilor , pre Hristos .",După aceaia arată că s -au mîntuit din toate rînduialele oamenilor,"După aceaia arată că s -au mîntuit , pre Hristos",După aceaia arată că s -au mîntuit din rînduialele,După aceaia arată că s -au mîntuit pre Hristos,din rânduială,pe Hristos,mântui,din toate rînduialele oamenilor,", pre Hristos",4,3,din,pe,rânduială,Hristos,NOUN,PROPN,prepositional,prepositional,Postverbal,RomanianNonstandard
"Înrădăcinați și zidiți întru El , și întăriți în credință , cum v- ați și învățat , prisosindu -vă în ia cu mulțimire .","Înrădăcinați și zidiți întru El , și întăriți în credință , cum v- ați și învățat , prisosindu -vă în ia","Înrădăcinați și zidiți întru El , și întăriți în credință , cum v- ați și învățat , prisosindu -vă cu mulțimire","Înrădăcinați și zidiți întru El , și întăriți în credință , cum v- ați și învățat , prisosindu -vă în ia","Înrădăcinați și zidiți întru El , și întăriți în credință , cum v- ați și învățat , prisosindu -vă cu mulțimire",în el,cu mulțumire,prisosi,în ia,cu mulțimire,2,2,în,cu,el,mulțumire,PRON,NOUN,prepositional,prepositional,Postverbal,RomanianNonstandard
